policy_id,model_family,config_id,seed,checkpoint_timesteps,mean_normalized_profit,raw_accounting_profit,revenue,waste_rate,sell_through,average_markdown,action_entropy,zero_action_share,positive_action_share,dominant_action_share,state_dependence,collapse_flag,accounting_valid,runtime_seconds,paired_episode_count,paired_mean_gain_vs_always_0pct,paired_median_gain,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share,waste_rate_difference,sell_through_difference,worst_decile_paired_gain,maximum_episode_loss,action_0_share,action_1_share,action_2_share,action_3_share,action_4_share,action_5_share,accounting_valid_bool,collapse_bool,state_dependent_bool,positive_gain_bool,acceptable_worst_decile_bool,checkpoint_sort,selection_score,selected_for_seed,family_eligible,final_status
STANDARD_DQN__seed_456__25000,DQN,STANDARD_DQN,456.0,25000,0.16804068102255323,,1.8925852006136277,0.1572446663782686,0.8427553336217315,,1.2378997938150436,0.43243243243243246,0.5675675675675675,0.43243243243243246,STATE_DEPENDENT,False,True,1.5695838000974618,22,0.014959612468290594,0.0036454153652369925,-0.001564443628032352,0.031756641679344014,0.6363636363636364,0.0,0.36363636363636365,-0.12553526833195736,0.12553526833195738,-0.036835954485670695,-0.037743041188132376,0.43243243243243246,0.1891891891891892,0.02702702702702703,0.02702702702702703,0.0,0.32432432432432434,True,False,True,True,True,25000,1185.6363636363637,True,False,DQN_POSITIVE_BUT_NOT_ROBUST
