policy_id,reference_policy_id,metric,paired_mean_difference,paired_median_difference,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,raw_accounting_profit,0.0286409992233349,0.014245852714060064,0.01343092294375024,0.047669190810930205,0.5,0.5,0.0
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,revenue,0.028640999223334913,0.014245852714060037,0.013429355380565607,0.044682665251956064,0.5,0.5,0.0
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,waste_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,physical_waste_units,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,sell_through_rate,-1.1102230246251566e-17,0.0,-3.3306690738754695e-17,0.0,0.0,0.95,0.05
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,stockout_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_27288,recovered_financial__checkpoint_22288,average_markdown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,episode_return,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,normalized_accounting_profit,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,raw_accounting_profit,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,revenue,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,waste_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,physical_waste_units,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,sell_through_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,stockout_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,always_0pct,average_markdown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,episode_return,0.013171216087553431,0.008059911722747892,0.007396127393427206,0.019881723743427917,0.5,0.5,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,normalized_accounting_profit,0.013171216087553447,0.008059911722747864,0.007247928690013771,0.018990406693080195,0.5,0.5,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,raw_accounting_profit,0.0286409992233349,0.014245852714060064,0.013525252441683983,0.04678631556479213,0.5,0.5,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,revenue,0.028640999223334913,0.014245852714060037,0.013373258569009797,0.046584476217754876,0.5,0.5,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,waste_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,physical_waste_units,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,sell_through_rate,-1.1102230246251566e-17,0.0,-4.4408920985006264e-17,0.0,0.0,0.95,0.05
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,stockout_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__checkpoint_32288,recovered_financial__checkpoint_22288,average_markdown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,episode_return,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,normalized_accounting_profit,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,raw_accounting_profit,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,revenue,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,waste_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,physical_waste_units,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,sell_through_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,stockout_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,always_0pct,average_markdown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,episode_return,0.013171216087553431,0.008059911722747892,0.007689448795430128,0.019252521116292075,0.5,0.5,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,normalized_accounting_profit,0.013171216087553447,0.008059911722747864,0.006904910460810466,0.01916305035185163,0.5,0.5,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,raw_accounting_profit,0.0286409992233349,0.014245852714060064,0.014044747237931629,0.04817912942359739,0.5,0.5,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,revenue,0.028640999223334913,0.014245852714060037,0.014132223437294106,0.047508457613883295,0.5,0.5,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,waste_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,physical_waste_units,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,sell_through_rate,-1.1102230246251566e-17,0.0,-3.3306690738754695e-17,0.0,0.0,0.95,0.05
recovered_financial__final_model,recovered_financial__checkpoint_22288,stockout_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
recovered_financial__final_model,recovered_financial__checkpoint_22288,average_markdown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
