policy_id,mean_normalized_profit,paired_gain_vs_always_0pct,paired_median_gain,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share,waste_rate_difference,sell_through_difference,average_markdown,worst_decile_paired_profit_difference,maximum_episode_loss,action_entropy,planning_gain_capture_ratio,runtime_per_episode,accounting_valid,eligible_for_final_lock
always_0pct,0.15308106855426262,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.10228477727584752,True,False
limited_horizon_planning_policy,0.16387351552355167,0.010792446969289078,0.011567779973908288,-0.024661195074050415,0.0386605203196932,0.8181818181818182,0.09090909090909091,0.09090909090909091,-0.1389209270381679,0.1389209270381679,,-0.14544106492504358,-0.21816159738756535,0.35050750077121096,1.0,40.44210815909371,True,False
planning_distilled_policy,0.13310723882526332,-0.019973829728999283,0.009831790741232506,-0.058678115933868256,0.01633797172620917,0.5454545454545454,0.09090909090909091,0.36363636363636365,-0.13552999230251492,0.13552999230251492,,-0.18420380830886662,-0.21816159738756535,0.4083724251616484,-1.8507229904243858,0.15497630909191107,True,False
