planning_policy_id,planning_horizon,candidate_action_sequences,continuation_assumptions,computational_approximation,guaranteed_optimal,state_count_with_action_values,mean_planning_gain_vs_zero,share_positive_planning_gain_vs_zero,max_planning_gain_vs_zero,dynamic_value_screening_status
limited_horizon_planning_policy,finite state-level lookahead from existing financial_markdown_multistep_action_values.csv,first markdown action 0..5 with recorded continuation values,uses precomputed continuation_policy values,"state-level action-value diagnostic, not full paired episode rollout",False,24,0.041701071691691516,0.3541666666666667,0.3267291768052294,PLANNING_DIAGNOSTIC_ONLY_NOT_FULL_PAIRED_EVALUATION
