check,rows,series,mean_markdown,observed_mean,recovered_mean,mean_recovered_minus_observed,reference_response_difference
exclude_recovery_clipped_flag,28984,300.0,0.08641652158307431,0.9941698523323212,1.1380745687058333,0.143904716373512,0.18816997469067936
exclude_recovery_extrapolation_flag,28913,300.0,0.08484316610396105,0.9664641856604296,1.1080173100262316,0.14155312436580228,0.18816997469067936
strict_stockout_definition,29100,300.0,0.09005829764824144,1.0762858762886598,1.2196169518683806,0.1433310755797207,0.18816997469067936
moderate_stockout_definition,29100,300.0,0.09005829764824144,1.0762858762886598,1.2196169518683806,0.1433310755797207,0.18816997469067936
multiple_markdown_levels_series,26869,277.0,0.09058876257102648,0.9772871710893595,1.1230368008096907,0.14574962972033115,0.18816997469067936
support_in_promo_and_nonpromo,24056,248.0,0.09517190977302666,0.9383850182906551,1.0848844537603026,0.14649943546964755,0.18816997469067936
model_type_hist_gradient_boosting,11400,,,0.32858957492516006,0.2258587593684385,,0.18816997469067936
model_type_ridge,11400,,,0.39640586682349926,0.34471402684922015,,0.18816997469067936
