comparison,state_decision_difference_share,average_absolute_markdown_difference,action_distribution_l1_distance,first_markdown_timing_difference,episode_level_normalized_profit_difference,episode_level_waste_difference,largest_state_group_differences,classification,material_threshold_action_diff_share,moderate_threshold_action_diff_share,material_threshold_action_l1,moderate_threshold_action_l1
selected_recovered_financial_ppo_vs_selected_observed_financial_ppo,0.35294117647058826,0.018627450980392157,0.707977207977208,-0.45,0.019556489304417283,0.0,"[{""fraction_expiring_within_two_days_observed"":0.0114342542,""markdown_abs_diff"":0.05},{""fraction_expiring_within_two_days_observed"":0.0943087414,""markdown_abs_diff"":0.05},{""fraction_expiring_within_two_days_observed"":0.1074845195,""markdown_abs_diff"":0.05},{""fraction_expiring_within_two_days_observed"":0.2857142985,""markdown_abs_diff"":0.025},{""fraction_expiring_within_two_days_observed"":0.0,""markdown_abs_diff"":0.0125}]",MATERIAL_POLICY_CHANGE,0.25,0.1,0.25,0.1
