state_id,scenario_id,calibration_mode,source_policy,episode_index,day,prefix_actions,inventory_coverage_state,fraction_expiring_today,fraction_expiring_within_two_days,predicted_baseline_demand,episode_day,episode_period,remaining_inventory_life,shelf_life_class,scenario_inventory_coverage,age_profile,margin_scenario,disposal_scenario,demand_target,response_model,oracle_horizon,rolling_oracle_preferred_action,rolling_oracle_preferred_markdown,rolling_oracle_value,zero_first_action_oracle_value,oracle_gain_vs_zero,best_positive_action,best_positive_gain_vs_zero,positive_markdown_financially_preferred
state_0053,core_005,observed_calibration,always_0pct,5,1,0,1.5958540439605713,0.43591976165771484,1.0,0.7317526340484619,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.029406047823256953,False
state_0054,core_005,observed_calibration,always_20pct,1,0,,3.0921051502227783,0.3333333432674408,0.6666666865348816,0.46009570360183716,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.01884749837817462,False
state_0055,core_005,observed_calibration,always_40pct,1,0,,3.0921051502227783,0.3333333432674408,0.6666666865348816,0.46009570360183716,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.01884749837817462,False
state_0056,core_005,observed_calibration,always_40pct,1,1,5,0.3266977369785309,0.0,1.0,0.4882565140724182,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.10244547526068254,0.10244547526068254,0.0,1,-0.006555684407585319,False
state_0057,core_005,observed_calibration,expiry_threshold_rule,1,0,,3.0921051502227783,0.3333333432674408,0.6666666865348816,0.46009570360183716,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.01884749837817462,False
state_0058,core_005,recovered_calibration,always_0pct,0,0,,1.220010757446289,0.3333333432674408,0.6666666865348816,1.6501003503799438,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.44999999999999996,0.44999999999999996,0.0,1,-0.050000000000000044,False
state_0059,core_005,recovered_calibration,always_0pct,1,0,,3.8996362686157227,0.3333333432674408,0.6666666865348816,0.43535053730010986,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,4,0.3,0.33071836127631854,0.28684780768792717,0.04387055358839137,4,0.04387055358839137,True
state_0060,core_005,recovered_calibration,always_0pct,1,1,0,2.5673441886901855,0.5,1.0,0.44221848249435425,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.28684780768792717,0.28684780768792717,0.0,1,-0.00592305448907432,False
state_0061,core_005,recovered_calibration,always_0pct,1,2,0|0,1.264838695526123,1.0,1.0,0.43991056084632874,2,late,1,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,1,0,0.0,0.28684780768792717,0.28684780768792717,0.0,1,-0.00035308605496481293,False
state_0062,core_005,recovered_calibration,always_0pct,2,0,,3.639660596847534,0.3333333432674408,0.6666666865348816,0.4633173644542694,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,1,0.05,0.3253026440151338,0.3216572286498967,0.0036454153652371035,1,0.0036454153652371035,True
state_0063,core_005,recovered_calibration,always_20pct,1,0,,3.8996362686157227,0.3333333432674408,0.6666666865348816,0.43535053730010986,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,4,0.3,0.33071836127631854,0.28684780768792717,0.04387055358839137,4,0.04387055358839137,True
state_0064,core_005,recovered_calibration,always_40pct,1,0,,3.8996362686157227,0.3333333432674408,0.6666666865348816,0.43535053730010986,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,4,0.3,0.33071836127631854,0.28684780768792717,0.04387055358839137,4,0.04387055358839137,True
state_0065,core_005,recovered_calibration,always_40pct,1,1,5,1.542265772819519,0.27272701263427734,1.0,0.47203096747398376,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.2333332674111045,0.2333332674111045,0.0,1,-0.01597204719137907,False
state_0066,core_005,recovered_calibration,always_40pct,3,1,5,1.3835999965667725,0.27636829018592834,1.0,0.4607735574245453,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.23425579400850283,0.23425579400850283,0.0,1,-0.01584047668372343,False
state_0067,core_005,recovered_calibration,expiry_threshold_rule,1,0,,3.8996362686157227,0.3333333432674408,0.6666666865348816,0.43535053730010986,0,early,3,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,4,0.3,0.33071836127631854,0.28684780768792717,0.04387055358839137,4,0.04387055358839137,True
state_0068,core_005,recovered_calibration,inventory_coverage_rule,2,2,4|4,0.45768457651138306,1.0,1.0,0.5674527883529663,2,late,1,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,1,0,0.0,0.19437828175383443,0.19437828175383443,0.0,1,-0.007396380292305743,False
state_0069,core_005,recovered_calibration,inventory_coverage_rule,3,1,4,1.817722201347351,0.42066940665245056,1.0,0.4505721628665924,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.32261301241698387,0.32261301241698387,0.0,1,-0.015506001151858906,False
state_0070,core_005,recovered_calibration,inventory_coverage_rule,6,1,4,1.2720931768417358,0.3028123080730438,1.0,0.7531664371490479,1,early,2,short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.293433398473789,0.293433398473789,0.0,1,-0.023905566412298185,False
state_0071,core_006,observed_calibration,always_0pct,0,0,,2.21427583694458,0.3333333432674408,0.6666666865348816,1.514770746231079,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.030501070004425812,False
state_0072,core_006,observed_calibration,always_0pct,0,1,0,0.81682288646698,0.14010867476463318,1.0,1.1891764402389526,1,early,2,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,2,0,0.0,0.45000000000000007,0.45000000000000007,0.0,1,-0.019382294366354913,False
state_0073,core_006,observed_calibration,always_0pct,1,0,,6.184210300445557,0.3333333432674408,0.6666666865348816,0.4501940608024597,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,5,0.4,0.15525376995332643,0.11022957376081459,0.04502419619251184,5,0.04502419619251184,True
state_0074,core_006,observed_calibration,always_0pct,1,2,0|0,1.969266653060913,1.0,1.0,0.47620972990989685,2,late,1,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,1,5,0.4,0.01184846715100234,-0.0026823677946939996,0.01453083494569634,5,0.01453083494569634,True
state_0075,core_006,observed_calibration,always_0pct,2,0,,5.771929740905762,0.3333333432674408,0.6666666865348816,0.486522376537323,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,5,0.4,0.15127667774437772,0.10975971961562775,0.041516958128749976,5,0.041516958128749976,True
state_0076,core_006,observed_calibration,always_0pct,3,0,,5.970962047576904,0.3333333432674408,0.6666666865348816,0.47317707538604736,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,5,0.4,0.137431092585101,0.08874743261808245,0.04868365996701855,5,0.04868365996701855,True
state_0077,core_006,observed_calibration,always_0pct,7,0,,5.411184310913086,0.3333333432674408,0.6666666865348816,0.7354214787483215,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,0,0.0,0.22719684923378167,0.22719684923378167,0.0,1,-0.018714467604914437,False
state_0078,core_006,observed_calibration,always_20pct,1,0,,6.184210300445557,0.3333333432674408,0.6666666865348816,0.4501940608024597,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,5,0.4,0.15525376995332643,0.11022957376081459,0.04502419619251184,5,0.04502419619251184,True
state_0079,core_006,observed_calibration,always_40pct,1,0,,6.184210300445557,0.3333333432674408,0.6666666865348816,0.4501940608024597,0,early,3,short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,3,5,0.4,0.15525376995332643,0.11022957376081459,0.04502419619251184,5,0.04502419619251184,True
