scenario_id,calibration_mode,policy_id,policy_kind,normalized_accounting_profit,raw_accounting_profit,revenue,procurement_cost,disposal_cost,physical_waste_units,waste_rate,sell_through_rate,stockout_rate,average_markdown,terminal_inventory,episode_length,action_entropy,episode_conservation_error,raw_financial_sum_error,nondominated_status,profit_tolerance,waste_rate_tolerance,near_duplicate_profit_tolerance,near_duplicate_waste_tolerance,set_description
core_006,recovered_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,-0.011989685332383038,-0.037404329183119985,1.7258639459682832,1.7158399474548245,0.047428327696578704,0.948566553931574,0.3040561011743793,0.6959438988256207,0.041666666666666664,0.21666666666666665,0.0,3.0,0.6365141682948128,8.326672684688674e-17,6.938893903907228e-18,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,always_0pct,fixed_or_rule_policy,0.45,1.1131578947368423,2.4736842105263164,1.360526315789474,0.0,0.0,0.0,1.0,0.23958333333333334,0.0,0.0,4.625,0.0,2.7755575615628914e-16,0.0,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,always_10pct,fixed_or_rule_policy,0.3500000000000001,0.8657894736842109,2.226315789473685,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.1,6.938893903907228e-18,4.5,0.0,1.734723475976807e-16,4.163336342344337e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,always_20pct,fixed_or_rule_policy,0.25000000000000006,0.6184210526315792,1.9789473684210532,1.360526315789474,0.0,0.0,0.0,1.0,0.25625,0.2,0.0,4.25,0.0,1.1102230246251565e-16,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,always_40pct,fixed_or_rule_policy,0.05000000000000003,0.1236842105263159,1.48421052631579,1.360526315789474,0.0,0.0,0.0,1.0000000000000002,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,4.440892098500626e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,always_5pct,fixed_or_rule_policy,0.39999999999999997,0.9894736842105265,2.3500000000000005,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.05,0.0,4.5,0.0,2.220446049250313e-16,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.31432611862629994,0.7775435566019,2.138069872391374,1.360526315789474,0.0,0.0,0.0,1.0,0.25625,0.12625,0.0,4.25,0.8141910830781766,1.1102230246251565e-16,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.19468470139443933,0.48158847187045534,1.8421147876599293,1.360526315789474,0.0,0.0,0.0,1.0,0.28125,0.21874999999999997,0.0,3.75,0.5786866491114504,1.1102230246251565e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.40243692938093034,0.9955018779423015,2.3560281937317757,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.04583333333333334,0.0,4.5,0.5480680407536558,2.220446049250313e-16,2.7755575615628914e-17,IDENTICAL_OR_NEAR_DUPLICATE,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,observed_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.40243736624944676,0.9955029586170527,2.3560292744065268,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.046875,0.0,4.5,0.08664339756999316,2.220446049250313e-16,2.7755575615628914e-17,IDENTICAL_OR_NEAR_DUPLICATE,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,always_0pct,fixed_or_rule_policy,0.4498450807071607,1.403385744806156,3.119248706694858,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.19702380952380952,0.0,0.0,5.375,0.0,1.8735013540549517e-16,2.7755575615628914e-17,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,always_10pct,fixed_or_rule_policy,0.3499999999999999,1.0918981483803425,2.807738095835167,1.7158399474548245,0.0,0.0,0.0,1.0,0.2011904761904762,0.1,0.0,5.25,0.0,1.1102230246251565e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,always_20pct,fixed_or_rule_policy,0.24999999999999997,0.7799272488431018,2.495767196297926,1.7158399474548245,0.0,0.0,0.0,1.0,0.20833333333333334,0.2,0.0,5.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,always_40pct,fixed_or_rule_policy,0.049999999999999906,0.15598544976862008,1.8718253972234447,1.7158399474548245,0.0,0.0,0.0,1.0,0.28125,0.4,0.0,3.75,0.0,0.0,6.938893903907228e-18,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,always_5pct,fixed_or_rule_policy,0.39999999999999986,1.2478835981489627,2.963723545603787,1.7158399474548245,0.0,0.0,0.0,1.0,0.20416666666666666,0.05,0.0,5.125,0.0,0.0,2.7755575615628914e-17,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.28260284045770834,0.8816386234937061,2.597478570948531,1.7158399474548245,0.0,0.0,0.0,1.0,0.2125,0.15416666666666667,0.0,4.875,0.6105094928970597,0.0,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.18849890798475477,0.5880617388579152,2.3039016863127397,1.7158399474548245,0.0,0.0,0.0,1.0,0.21666666666666667,0.21916666666666665,0.0,4.75,0.7438792000650707,0.0,2.0816681711721685e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.38698266577895857,1.207273303483811,2.9231362653725133,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.20416666666666666,0.06208333333333334,6.938893903907228e-18,5.125,0.7092155423410826,9.71445146547012e-17,5.551115123125783e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_009,recovered_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.4041467014133772,1.2608200998493995,2.9766830617381013,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.2011904761904762,0.04375,0.0,5.25,0.7933545693875032,1.457167719820518e-16,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,always_0pct,fixed_or_rule_policy,0.45,1.1131578947368423,2.4736842105263164,1.360526315789474,0.0,0.0,0.0,1.0,0.23958333333333334,0.0,0.0,4.625,0.0,2.7755575615628914e-16,0.0,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,always_10pct,fixed_or_rule_policy,0.3500000000000001,0.8657894736842109,2.226315789473685,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.1,6.938893903907228e-18,4.5,0.0,1.734723475976807e-16,4.163336342344337e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,always_20pct,fixed_or_rule_policy,0.25000000000000006,0.6184210526315792,1.9789473684210532,1.360526315789474,0.0,0.0,0.0,1.0,0.25625,0.2,0.0,4.25,0.0,1.1102230246251565e-16,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,always_40pct,fixed_or_rule_policy,0.05000000000000003,0.1236842105263159,1.48421052631579,1.360526315789474,0.0,0.0,0.0,1.0000000000000002,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,4.440892098500626e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,always_5pct,fixed_or_rule_policy,0.39999999999999997,0.9894736842105265,2.3500000000000005,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.05,0.0,4.5,0.0,2.220446049250313e-16,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.31432611862629994,0.7775435566019,2.138069872391374,1.360526315789474,0.0,0.0,0.0,1.0,0.25625,0.12625,0.0,4.25,0.8141910830781766,1.1102230246251565e-16,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.19468470139443933,0.48158847187045534,1.8421147876599293,1.360526315789474,0.0,0.0,0.0,1.0,0.28125,0.21874999999999997,0.0,3.75,0.5786866491114504,1.1102230246251565e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.40243692938093034,0.9955018779423015,2.3560281937317757,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.04583333333333334,0.0,4.5,0.5480680407536558,2.220446049250313e-16,2.7755575615628914e-17,IDENTICAL_OR_NEAR_DUPLICATE,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,observed_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.40243736624944676,0.9955029586170527,2.3560292744065268,1.360526315789474,0.0,0.0,0.0,1.0,0.24583333333333335,0.046875,0.0,4.5,0.08664339756999316,2.220446049250313e-16,2.7755575615628914e-17,IDENTICAL_OR_NEAR_DUPLICATE,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,always_0pct,fixed_or_rule_policy,0.4498450807071607,1.403385744806156,3.119248706694858,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.19702380952380952,0.0,0.0,5.375,0.0,1.8735013540549517e-16,2.7755575615628914e-17,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,always_10pct,fixed_or_rule_policy,0.3499999999999999,1.0918981483803425,2.807738095835167,1.7158399474548245,0.0,0.0,0.0,1.0,0.2011904761904762,0.1,0.0,5.25,0.0,1.1102230246251565e-16,0.0,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,always_20pct,fixed_or_rule_policy,0.24999999999999997,0.7799272488431018,2.495767196297926,1.7158399474548245,0.0,0.0,0.0,1.0,0.20833333333333334,0.2,0.0,5.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,always_40pct,fixed_or_rule_policy,0.049999999999999906,0.15598544976862008,1.8718253972234447,1.7158399474548245,0.0,0.0,0.0,1.0,0.28125,0.4,0.0,3.75,0.0,0.0,6.938893903907228e-18,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,always_5pct,fixed_or_rule_policy,0.39999999999999986,1.2478835981489627,2.963723545603787,1.7158399474548245,0.0,0.0,0.0,1.0,0.20416666666666666,0.05,0.0,5.125,0.0,0.0,2.7755575615628914e-17,NON_DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.28260284045770834,0.8816386234937061,2.597478570948531,1.7158399474548245,0.0,0.0,0.0,1.0,0.2125,0.15416666666666667,0.0,4.875,0.6105094928970597,0.0,1.3877787807814457e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.18849890798475477,0.5880617388579152,2.3039016863127397,1.7158399474548245,0.0,0.0,0.0,1.0,0.21666666666666667,0.21916666666666665,0.0,4.75,0.7438792000650707,0.0,2.0816681711721685e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.38698266577895857,1.207273303483811,2.9231362653725133,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.20416666666666666,0.06208333333333334,6.938893903907228e-18,5.125,0.7092155423410826,9.71445146547012e-17,5.551115123125783e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
core_012,recovered_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.4041467014133772,1.2608200998493995,2.9766830617381013,1.7158399474548245,2.3014433877490207e-05,0.0004602886775498041,0.00014754218365641448,0.9998524578163436,0.2011904761904762,0.04375,0.0,5.25,0.7933545693875032,1.457167719820518e-16,2.7755575615628914e-17,DOMINATED,1e-06,1e-06,0.0001,0.0001,empirical non-dominated profit-waste set
