state_id,store_id,product_id,activity_flag,possible_stockout_flag,stockout_risk_group,demand_volume_group,markdown_rate,support_status,absolute_uplift_vs_zero_observed,absolute_uplift_vs_zero_recovered,percentage_uplift_vs_zero_observed,percentage_uplift_vs_zero_recovered,predicted_demand_observed,predicted_demand_recovered,absolute_prediction_difference,percentage_prediction_difference,difference_in_implied_uplift
7,802,591,0,1,high,low,0.05,supported,0.07545615821118773,0.035714133116303615,25.599605070505028,7.518663191477826,0.3702113233919415,0.510720556555839,0.14050923316389752,37.953791330996346,-0.039742025094884115
7,802,591,0,1,high,low,0.1,supported,0.07292765911906651,0.029188182051003653,24.74177477919508,6.1447973355078345,0.3676828242998203,0.5041946054905391,0.13651178119071877,37.127592633862804,-0.04373947706806286
7,802,591,0,1,high,low,0.2,supported,0.11276203987250205,0.13771765943575148,38.25617094898153,28.99279938964485,0.40751720505325584,0.6127240828752869,0.20520687782203106,50.35538997555058,0.02495561956324943
7,802,591,0,1,high,low,0.3,supported,0.19598929426203843,0.2770220136528832,66.49223403493241,58.3196352687104,0.4907444594427922,0.7520284370924186,0.2612839776496264,53.24236934764317,0.08103271939084478
7,802,591,0,1,high,low,0.4,supported,0.5361492700805213,0.5795698165273384,181.8964799995062,122.01304823009687,0.8309044352612751,1.0545762399668739,0.22367180470559878,26.919076997737523,0.04342054644681714
8,507,715,0,1,high,low,0.0,supported,0.0,0.0,0.0,0.0,0.2931801664085034,0.46838918833420773,0.1752090219257043,59.76155347479282,0.0
8,507,715,0,1,high,low,0.05,supported,0.06682005125345675,0.031845034279478934,22.791463717348748,6.798840595090061,0.36000021766196016,0.5002342226136867,0.1402340049517265,38.95386671221574,-0.03497501697397781
8,507,715,0,1,high,low,0.1,supported,0.06380948909712025,0.036953693623763995,21.764599522128346,7.889527457964429,0.35698965550562367,0.5053428819579717,0.14835322645234805,41.55672977196703,-0.02685579547335626
8,507,715,0,1,high,low,0.2,supported,0.09274254165935458,0.11684196529669655,31.633293205152047,24.945487258627065,0.385922708067858,0.5852311536309043,0.19930844556304628,51.64465355275265,0.024099423637341966
8,507,715,0,1,high,low,0.3,supported,0.1973522087518947,0.25182243542449245,67.3143109131446,53.76350302193795,0.4905323751603981,0.7202116237587002,0.22967924859830208,46.822444394867865,0.054470226672597766
8,507,715,0,1,high,low,0.4,supported,0.500865013395392,0.5567456601004312,170.83864148487805,118.86390078311946,0.7940451798038954,1.025134848434639,0.23108966863074354,29.10283627536352,0.05588064670503923
9,115,779,0,0,high,low,0.0,supported,0.0,0.0,0.0,0.0,0.3630563468806759,0.4022931538348242,0.03923680695414833,10.807360149812805,0.0
9,115,779,0,0,high,low,0.05,supported,0.020559694151647545,0.023122298995174317,5.662948555587377,5.7476242821343115,0.38361604103232344,0.42541545282999854,0.0417994117976751,10.896158483151929,0.0025626048435267723
9,115,779,0,0,high,low,0.1,supported,0.015543496488341413,0.015606053859369473,4.281290389739434,3.8792740345208854,0.3785998433690173,0.4178992076941937,0.03929936432517639,10.380185045895995,6.255737102806025e-05
9,115,779,0,0,high,low,0.2,supported,0.020757714956597617,0.05005166101176628,5.717491275099507,12.441589058787894,0.3838140618372735,0.4523448148465905,0.06853075300931699,17.855195998100793,0.029293946055168663
9,115,779,0,0,high,low,0.3,supported,0.05318105129888534,0.06246170400885881,14.648153587124613,15.52641485778421,0.41623739817956124,0.46475485784368303,0.0485174596641218,11.656199052827976,0.00928065270997347
9,115,779,0,0,high,low,0.4,supported,0.15229725619751033,0.2903109459094775,41.94865549274234,72.16402843103688,0.5153536030781862,0.6926040997443017,0.17725049666611548,34.39395700493901,0.13801368971196715
10,17,381,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,1.00382298379255,1.1484833274106547,0.14466034361810465,14.410941565769143,0.0
10,17,381,0,1,high,medium,0.05,supported,0.09895724948888152,0.07090600254739021,9.858037830037581,6.173881749529042,1.1027802332814316,1.219389329958045,0.11660909667661334,10.574101090806764,-0.028051246941491303
10,17,381,0,1,high,medium,0.1,supported,0.18664056492981063,0.07838096056440058,18.592975847660178,6.824736475810811,1.1904635487223607,1.2268642879750553,0.0364007392526946,3.0576945671088263,-0.10825960436541004
10,17,381,0,1,high,medium,0.2,supported,0.12233479739809106,0.11380837891092321,12.186889458926032,9.909449810430694,1.1261577811906411,1.262291706321578,0.1361339251309368,12.0883527516906,-0.008526418487167842
10,17,381,0,1,high,medium,0.3,supported,0.1881836637433203,0.21545383978521615,18.746698051517253,18.75985786149579,1.1920066475358704,1.3639371671958709,0.1719305196600005,14.423620876227261,0.027270176041895855
10,17,381,0,1,high,medium,0.4,supported,0.5538343037715276,0.5653024113471115,55.17250677794632,49.22164718068915,1.5576572875640777,1.7137857387577662,0.15612845119368846,10.023286408388831,0.011468107575583808
11,507,715,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,0.4596519903209375,0.8335568745703816,0.3739048842494441,81.3452116215959,0.0
11,507,715,0,1,high,medium,0.05,supported,0.10285293583257049,0.027885965968471815,22.37626247647848,3.345418509426179,0.562504926153508,0.8614428405388534,0.29893791438534545,53.14405269826297,-0.07496696986409868
11,507,715,0,1,high,medium,0.1,supported,0.10491263783670335,0.042167088961704735,22.824362788781016,5.058693683431947,0.5645646281576409,0.8757239635320864,0.3111593353744455,55.114918621426966,-0.06274554887499861
11,507,715,0,1,high,medium,0.2,supported,0.11217078182363016,0.06091644995978385,24.40341479764081,7.308013624286924,0.5718227721445677,0.8944733245301655,0.3226505523855978,56.424921864431376,-0.051254331863846314
11,507,715,0,1,high,medium,0.3,supported,0.188094454634951,0.12366947702042541,40.921057364207215,14.836357397228017,0.6477464449558885,0.957226351590807,0.30947990663491853,47.777939816558025,-0.06442497761452559
11,507,715,0,1,high,medium,0.4,supported,0.32840069309391695,0.2603538021791736,71.44550660264117,31.234077736250555,0.7880526834148545,1.0939106767495552,0.30585799333470076,38.81187130907693,-0.06804689091474336
12,291,426,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,0.5637619975452672,0.8751206928480293,0.31135869530276206,55.22874841838936,0.0
12,291,426,0,1,high,medium,0.05,supported,0.08074930940474534,0.03206934013996787,14.323297731373174,3.664561974371794,0.6445113069500126,0.9071900329879972,0.2626787260379846,40.75626342089256,-0.04867996926477747
12,291,426,0,1,high,medium,0.1,supported,0.07482351754138494,0.039579888219685166,13.272181854609123,4.522791946659921,0.6385855150866522,0.9147005810677145,0.2761150659810623,43.23854197406829,-0.035243629321699776
12,291,426,0,1,high,medium,0.2,supported,0.07848487229544965,0.061511399549312396,13.921632291142094,7.028904704461647,0.6422468698407169,0.9366320923973417,0.2943852225566248,45.83677031071167,-0.016973472746137253
12,291,426,0,1,high,medium,0.3,supported,0.2163139384987851,0.1412650696801554,38.36972684229505,16.142352801693715,0.7800759360440523,1.0163857625281847,0.23630982648413235,30.293182440996034,-0.07504886881862971
12,291,426,0,1,high,medium,0.4,supported,0.5709969603313962,0.3794255752689193,101.2833363755683,43.35694246174215,1.1347589578766635,1.2545462681169486,0.1197873102402851,10.556189877049182,-0.19157138506247695
13,714,793,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,0.5497636827457015,0.8196602428489572,0.2698965601032557,49.09319559911689,0.0
13,714,793,0,1,high,medium,0.05,supported,0.0440238106129498,0.03392350858047499,8.007769882703109,4.138728073788767,0.5937874933586513,0.8535837514294322,0.2597962580707809,43.75239643416713,-0.010100302032474806
13,714,793,0,1,high,medium,0.1,supported,0.04612474945754852,0.03585139917538194,8.389922962387452,4.373934137731306,0.59588843220325,0.8555116420243392,0.2596232098210891,43.56909713134605,-0.010273350282166582
13,714,793,0,1,high,medium,0.2,supported,0.047620497590056265,0.0832078974663295,8.661994068473877,10.151510725604718,0.5973841803357578,0.9028681403152867,0.30548395997952893,51.13693499681104,0.03558739987627324
13,714,793,0,1,high,medium,0.3,supported,0.10836983846014703,0.16923519829127698,19.712076636076105,20.64699364983873,0.6581335212058486,0.9888954411402342,0.33076191993438564,50.25757073250963,0.06086535983112995
13,714,793,0,1,high,medium,0.4,supported,0.2518324723297436,0.35336435971345104,45.80740420538676,43.11107715621718,0.8015961550754451,1.1730246025624083,0.37142844748696313,46.33610642156896,0.10153188738370744
14,714,793,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,0.5306620652861378,0.85816189086598,0.32749982557984225,61.71532638257293,0.0
14,714,793,0,1,high,medium,0.05,supported,0.06822497096562996,0.02705058746534683,12.85657585658444,3.1521543607640146,0.5988870362517678,0.8852124783313269,0.2863254420795591,47.809590915771636,-0.04117438350028313
14,714,793,0,1,high,medium,0.1,supported,0.05259470134414479,0.029801676602102756,9.911147750081817,3.4727336321156876,0.5832567666302826,0.8879635674680828,0.3047068008378002,52.242308751635825,-0.022793024742042034
14,714,793,0,1,high,medium,0.2,supported,0.05429704654113299,0.05054884833520301,10.231944224589618,5.890362747778699,0.5849591118272708,0.9087107392011831,0.3237516273739123,55.34602689794686,-0.0037481982059299757
14,714,793,0,1,high,medium,0.3,supported,0.11832782450344692,0.11435982661769373,22.298150224784475,13.326136692261192,0.6489898897895847,0.9725217174836738,0.32353182769408906,49.851597503157464,-0.003967997885753194
14,714,793,0,1,high,medium,0.4,supported,0.27446836148157794,0.29063310715844404,51.72187337973406,33.86693236461049,0.8051304267677157,1.148794998024424,0.34366457125670835,42.68433533637368,0.0161647456768661
15,554,765,0,1,high,medium,0.0,supported,0.0,0.0,0.0,0.0,0.28594029772889934,0.5015548805243992,0.2156145827954999,75.40545509256083,0.0
15,554,765,0,1,high,medium,0.05,supported,0.06290493269443237,0.02520456942847349,21.99932405262888,5.02528644564697,0.3488452304233317,0.5267594499528727,0.177914219529541,51.00090355646771,-0.03770036326595888
15,554,765,0,1,high,medium,0.1,supported,0.05991906375652256,0.03040355356902258,20.95509595269849,6.061859778382428,0.3458593614854219,0.5319584340934218,0.1860990726079999,53.807730347019685,-0.029515510187499983
15,554,765,0,1,high,medium,0.2,supported,0.08664512819608206,0.08944049032646961,30.301824850945103,17.83264280729466,0.3725854259249814,0.5909953708508688,0.21840994492588744,58.62009883603536,0.0027953621303875575
15,554,765,0,1,high,medium,0.3,supported,0.21146377782794373,0.21992052326832812,73.95382165700654,43.84774863288956,0.4974040755568431,0.7214754037927273,0.22407132823588427,45.04814882850261,0.008456745440384383
15,554,765,0,1,high,medium,0.4,supported,0.5473852467548848,0.526806350511575,191.4334044912627,105.0346374779115,0.8333255444837842,1.0283612310359742,0.19503568655219006,23.404501139228586,-0.020578896243309774
16,230,4,0,1,low,high,0.0,supported,0.0,0.0,0.0,0.0,1.4547736291496625,2.0864489180247667,0.6316752888751043,43.42086467736759,0.0
16,230,4,0,1,low,high,0.05,supported,0.09822120898195319,0.06853319208625885,6.75164898606011,3.2846810431927054,1.5529948381316157,2.1549821101110256,0.6019872719794099,38.762992458085144,-0.029688016895694336
16,230,4,0,1,low,high,0.1,supported,0.46518485392347353,0.3084310891009481,31.976442561402575,14.782585206684029,1.919958483073136,2.394880007125715,0.4749215240525788,24.736030921481532,-0.15675376482252545
16,230,4,0,1,low,high,0.2,supported,0.44173990843449706,0.40343820381952744,30.364855368783438,19.336116994489405,1.8965135375841595,2.489887121844294,0.5933735842601346,31.28760077378583,-0.03830170461496962
16,230,4,0,1,low,high,0.3,supported,0.4724804515712884,0.4504182139022319,32.47793623035773,21.587790144828524,1.9272540807209508,2.5368671319269986,0.6096130512060478,31.63117189914071,-0.02206223766905646
16,230,4,0,1,low,high,0.4,supported,0.7466751058519057,0.6902893287211818,51.32586203726752,33.084410682561824,2.201448735001568,2.7767382467459485,0.5752895117443804,26.13231471610764,-0.0563857771307239
17,230,4,0,1,low,high,0.0,supported,0.0,0.0,0.0,0.0,1.3961315428866778,2.0154610918009688,0.6193295489142909,44.36040085690989,0.0
17,230,4,0,1,low,high,0.05,supported,0.048627021476391086,0.016870159210387925,3.482982798014045,0.8370372059781639,1.444758564363069,2.0323312510113567,0.5875726866482878,40.669264826772135,-0.03175686226600316
17,230,4,0,1,low,high,0.1,supported,0.2527033686843061,0.13187932413429593,18.100254948886118,6.543382289580779,1.648834911570984,2.1473404159352647,0.49850550436428076,30.233803327788134,-0.12082404455001017
17,230,4,0,1,low,high,0.2,supported,0.25269428033185504,0.22007497748959182,18.099603982113166,10.919336442904882,1.6488258232185329,2.2355360692905606,0.5867102460720277,35.58351875680601,-0.03261930284226322
17,230,4,0,1,low,high,0.3,supported,0.31347865062695224,0.35676625732349754,22.4533749863423,17.701470833391262,1.70961019351363,2.3722273491244663,0.6626171556108362,38.75837650739613,0.0432876066965453
17,230,4,0,1,low,high,0.4,supported,0.47580101775256134,0.45607526744211313,34.079956160060874,22.6288301618651,1.8719325606392392,2.471536359243082,0.5996037986038427,32.03127138293307,-0.01972575031044821
18,658,19,0,0,low,high,0.0,supported,0.0,0.0,0.0,0.0,1.3424100068655664,1.1003401905744972,-0.24206981629106927,-18.032480021233255,0.0
18,658,19,0,0,low,high,0.05,supported,0.057877358856377015,0.008838626072698919,4.311451684684364,0.8032630406860086,1.4002873657219435,1.109178816647196,-0.29110854907474737,-20.78920057417365,-0.049038732783678096
18,658,19,0,0,low,high,0.1,supported,0.16133039271535932,0.20723673838764567,12.017967080866331,18.833878846090823,1.5037403995809258,1.3075769289621428,-0.19616347061878292,-13.045035610764423,0.04590634567228635
18,658,19,0,0,low,high,0.2,supported,0.10841920319168263,0.2389479456860939,8.07645969839228,21.715824590696542,1.450829210057249,1.339288136260591,-0.11154107379665801,-7.68809126694221,0.13052874249441127
18,658,19,0,0,low,high,0.3,supported,0.19934460029678203,0.24196135915920403,14.849755237018659,21.989686574374232,1.5417546071623485,1.3423015497337012,-0.19945305742864727,-12.93675767220488,0.042616758862422
18,658,19,0,0,low,high,0.4,supported,0.5001205630259391,0.49833344340166663,37.25542572449125,45.28903403423647,1.8425305698915055,1.5986736339761638,-0.24385693591534174,-13.234892267198628,-0.0017871196242724707
19,488,740,0,1,low,high,0.0,supported,0.0,0.0,0.0,0.0,0.8142470146544043,1.1635540345417392,0.3493070198873349,42.8993921501319,0.0
19,488,740,0,1,low,high,0.05,supported,0.07318836619992242,0.02487292503220484,8.988472156816707,2.137668238329904,0.8874353808543267,1.188426959573944,0.30099157871961735,33.91701358918722,-0.04831544116771758
19,488,740,0,1,low,high,0.1,supported,0.07549816701410506,0.00542364474672441,9.27214538774197,0.4661274496684964,0.8897451816685094,1.1689776792884636,0.2792324976199543,31.383423408522315,-0.07007452226738065
19,488,740,0,1,low,high,0.2,supported,0.05809849387680055,0.008387609650721384,7.135241865327524,0.7208612064178777,0.8723455085312048,1.1719416441924606,0.29959613566125576,34.34374714276858,-0.049710884226079166
19,488,740,0,1,low,high,0.3,supported,0.12279412588384875,0.03847307339234263,15.080697094844986,3.3065136856746946,0.937041140538253,1.2020271079340819,0.2649859673958288,28.27901102011552,-0.08432105249150612
19,488,740,0,1,low,high,0.4,supported,0.33924213739199427,0.4065935564780738,41.66329520237551,34.9441061100535,1.1534891520463986,1.570147591019813,0.4166584389734145,36.121574115735996,0.06735141908607956
20,754,92,0,0,low,low,0.0,supported,0.0,0.0,0.0,0.0,0.03966124375466501,0.04388104165026652,0.004219797895601507,10.63960051707953,0.0
20,754,92,0,0,low,low,0.05,supported,0.005261359399563438,0.013121662033267499,13.265744846805493,29.90280435420749,0.04492260315422845,0.057002703683534016,0.012080100529305568,26.89091833755075,0.007860302633704061
20,754,92,0,0,low,low,0.1,supported,0.0033331270106557037,0.04172067794480136,8.403990130197702,95.07677205412912,0.042994370765320714,0.08560171959506788,0.04260734882974716,99.0998311437419,0.038387550934145656
20,754,92,0,0,low,low,0.2,supported,0.007717781905150559,0.0444218787851193,19.459253352948068,101.23250751238606,0.04737902565981557,0.08830292043538582,0.04092389477557025,86.37555164052218,0.03670409687996874
20,754,92,0,0,low,low,0.3,supported,0.00945301580714518,0.042571006595591696,23.834390735750198,97.01457621467637,0.04911425956181019,0.08645204824585821,0.03733778868404802,76.02229783604595,0.033117990788446516
20,754,92,0,0,low,low,0.4,supported,0.025167738556692285,0.08963463309348779,63.45675569927638,204.26733213828206,0.0648289823113573,0.1335156747437543,0.06868669243239701,105.95059490909806,0.06446689453679551
21,658,19,0,0,low,low,0.0,supported,0.0,0.0,0.0,0.0,0.7817439960244714,0.6403469811723281,-0.1413970148521433,-18.08738098037367,0.0
21,658,19,0,0,low,low,0.05,supported,0.10303505650854472,0.09798733907634571,13.180153225675607,15.302225505452283,0.8847790525330161,0.7383343202486738,-0.1464447322843423,-16.551559608592527,-0.005047717432199006
21,658,19,0,0,low,low,0.1,supported,0.3005723841447665,0.47883843287221173,38.44895332401856,74.77796365894763,1.082316380169238,1.1191854140445399,0.03686903387530194,3.406493198369298,0.17826604872744523
21,658,19,0,0,low,low,0.2,supported,0.2623245408457371,0.4910133119131317,33.55632306481129,76.67925770715733,1.0440685368702085,1.1313602930854598,0.08729175621525131,8.360730462860676,0.2286887710673946
21,658,19,0,0,low,low,0.3,supported,0.24840879181800934,0.4681600356946236,31.776232766901003,73.11036820030449,1.0301527878424808,1.1085070168669517,0.07835422902447098,7.606078433139385,0.21975124387661427
21,658,19,0,0,low,low,0.4,supported,0.303787390354731,0.4823689342712638,38.86021407259026,75.32930558806683,1.0855313863792024,1.122715915443592,0.037184529064389515,3.4254678889035883,0.1785815439165328
22,754,92,0,0,low,medium,0.0,supported,0.0,0.0,0.0,0.0,0.5255789050067383,0.5811319747978037,0.055553069791065335,10.569881945766667,0.0
22,754,92,0,0,low,medium,0.05,supported,0.03403304757608194,0.04073030717444914,6.475345043699132,7.008787838359898,0.5596119525828203,0.6218622819722528,0.062250329389432535,11.1238384209136,0.0066972595983672
22,754,92,0,0,low,medium,0.1,supported,0.03058061524405775,0.03670283095219573,5.818463213181224,6.315747978755759,0.5561595202507961,0.6178348057499994,0.061675285499203314,11.089495594967303,0.006122215708137979
22,754,92,0,0,low,medium,0.2,supported,0.055682165580802634,0.10360609083081251,10.594444535419223,17.828323913317746,0.581261070587541,0.6847380656286162,0.10347699504107521,17.802154707605023,0.04792392525000988
22,754,92,0,0,low,medium,0.3,supported,0.1759076596803606,0.24321778901021385,33.46931507422379,41.85241899567443,0.7014865646870989,0.8243497638080175,0.12286319912091859,17.51469027432082,0.06731012932985325
22,754,92,0,0,low,medium,0.4,supported,0.46182002773865394,0.5892163607266812,87.86882870284398,101.39114457291569,0.9873989327453923,1.1703483355244848,0.18294940277909255,18.528418120770574,0.12739633298802722
23,237,596,0,0,low,medium,0.0,supported,0.0,0.0,0.0,0.0,0.8303482135452573,0.8624116765058405,0.032063462960583156,3.8614478164148647,0.0
23,237,596,0,0,low,medium,0.05,supported,0.108929983414366,0.09902336136124368,13.118590687306742,11.482145251377872,0.9392781969596233,0.9614350378670842,0.02215684090746084,2.358922093494864,-0.009906622053122316
