population_id,best_fixed_validation_policy,best_fixed_validation_profit,best_fixed_waste_rate,best_rule_validation_policy,best_rule_validation_profit,best_rule_waste_rate,locked_primary_baseline_policy,locked_primary_baseline_profit,locked_primary_baseline_waste_rate,selection_rule
REPRESENTATIVE_OPERATIONAL_POPULATION,always_0pct,0.2914437270985834,0.15100597419182524,inventory_coverage_rule,0.11698324657706294,0.08760575708060181,always_0pct,0.2914437270985834,0.15100597419182524,"max(best_fixed_validation_policy, best_rule_validation_policy) by validation normalized profit; ties prefer lower waste."
HIGH_RISK_B,always_0pct,0.2942031645860859,0.1483779384894419,inventory_coverage_rule,0.12077638901312023,0.08603811564253587,always_0pct,0.2942031645860859,0.1483779384894419,"max(best_fixed_validation_policy, best_rule_validation_policy) by validation normalized profit; ties prefer lower waste."
