segment_value,rows,mean_abs_prediction_difference,mean_pct_prediction_difference,mean_difference_in_implied_uplift,segment
769,6,0.0003843349167046058,0.3481016097868735,-0.03567560075723223,product_id
772,6,0.2883985837778103,34.16335932827514,-0.013244229536908366,product_id
779,6,0.06910571540275902,15.998175955788085,0.029868908448610686,product_id
783,6,0.2848213682163599,20.99370122016385,-0.1987970150730544,product_id
793,24,0.31162601350615743,49.33437138970817,0.00045552543913119264,product_id
834,6,0.9521456012657579,36.04057668420197,-0.1335743963267352,product_id
843,6,0.2715417449111224,40.93928655046776,-0.02995658459918782,product_id
88,6,0.18806285653938346,35.30348965828319,-0.04700272678335297,product_id
90,6,0.5748996168402575,43.67500246213009,-0.2199438393236938,product_id
92,12,0.06621865873062142,40.9672727873652,0.036332224887287996,product_id
93,12,0.12227130989710033,25.07312924163804,-0.008482947965496443,product_id
112,6,0.2510053840910457,44.37457465803541,-0.04014744033219308,store_id
115,6,0.06910571540275902,15.998175955788085,0.029868908448610686,store_id
117,6,0.32802711886324354,25.21043744481285,0.02354453994045813,store_id
132,6,0.16192681549260213,18.779278209989297,0.012050870581604922,store_id
147,18,0.011487904162390601,3.0958260703003955,-0.032058782583926776,store_id
153,6,0.9521456012657579,36.04057668420197,-0.1335743963267352,store_id
155,6,0.5368565479652431,8.134210881701572,0.28694464297969696,store_id
160,6,-0.08962569689590853,-7.257385992447453,-0.09511303362740435,store_id
161,6,-0.031729446779251234,-4.967318716057695,-0.036799096984508194,store_id
17,6,0.12697717925533972,10.762999543331903,-0.01768316436276492,store_id
18,6,0.18806285653938346,35.30348965828319,-0.04700272678335297,store_id
188,18,0.07328093912908794,15.687257089571055,0.012696773178699102,store_id
20,12,0.23632759354619362,52.73336262015824,-0.007125828663453515,store_id
206,6,0.23413922125792488,8.43393777754687,-0.05864531098619293,store_id
212,6,0.006602565336346372,1.369263480430771,0.005022394521300229,store_id
213,6,0.00796898722207707,3.2253437303689734,-0.030036449664758814,store_id
229,6,-0.009874736877299173,0.40130328156648787,-0.035517894698855745,store_id
230,12,0.5867665976942685,34.80063425871449,-0.0387358212004291,store_id
231,12,0.013587913720611841,2.4259111743676036,-0.021942587357137708,store_id
233,12,0.300366949564853,21.80378463887436,-0.12835607778107205,store_id
237,6,-0.0651698083861691,-4.16743152296282,-0.09723327134675226,store_id
244,12,0.36273287038841145,14.66936999951812,-0.06126667874925188,store_id
254,6,0.0003843349167046058,0.3481016097868735,-0.03567560075723223,store_id
256,6,0.06176054763480732,16.034520480465513,0.05035949447269766,store_id
265,6,0.2587611051489736,23.690677282981184,-0.005350831118386227,store_id
268,6,0.0069191311632969725,1.4780517306679808,-0.015834563845296173,store_id
282,6,0.17644773187375265,39.42609076232505,-0.0009449530239479531,store_id
284,6,0.003322272663356459,0.6982170045956101,-0.012455111624102214,store_id
291,6,0.25010580776714186,37.651616073684515,-0.06125288753562019,store_id
3,6,0.267402063157751,38.99431645711148,-0.010365009041964838,store_id
314,6,0.08250650810278233,1.891933911779209,-0.01912477495985702,store_id
325,6,0.3897827717650157,37.28646096485481,-0.08270738484124791,store_id
34,6,-0.033231251389012145,-4.335688996429306,0.00831534128146963,store_id
358,12,0.013946285240814454,-16.7594966345936,0.01889648678829392,store_id
368,6,0.4600303622534992,5.800197097270185,-0.46539093083185595,store_id
370,24,0.07051665641464451,12.995413786194447,-0.0017034817573023987,store_id
378,6,0.07870019248846997,17.28057953791894,0.01705600211438855,store_id
386,6,0.3414045451938373,23.984049211351024,-0.1952252150746633,store_id
4,6,0.224569516873568,25.300431020251178,0.0052013156943109635,store_id
409,6,-0.012602546503690268,-1.2604613412177872,0.02397526765348838,store_id
417,6,0.9231148917870825,12.115356198836983,0.20006311663725654,store_id
