agent,seed,timestep,training_episode_return,smoothed_training_episode_return,validation_return,normalized_accounting_profit,raw_accounting_profit,empirical_action_entropy,policy_entropy,policy_gradient_loss,value_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,collapse_flag,selected_checkpoint_flag,0%,5%,10%,20%,30%,40%,smoothed_validation_return
observed_financial,42,17288,,,0.4108175181485187,0.4108175181485187,1.0138661615163094,0.5521377949473114,,,,,,,,False,False,0.4083333333333333,0.5166666666666666,0.075,0.0,0.0,0.0,0.4108175181485187
observed_financial,42,22288,,,0.41727229460802917,0.41727229460802917,1.0415602552719039,0.5318645395419033,,,,,,,,False,True,0.45,0.5333333333333333,0.016666666666666666,0.0,0.0,0.0,0.41404490637827396
observed_financial,42,27288,,,0.4471269579546524,0.4471269579546524,1.1328609296803163,0.1909542504884438,,,,,,,,False,False,0.9,0.1,0.0,0.0,0.0,0.0,0.42507225690373346
observed_financial,42,32288,,,0.44909440167519576,0.44909440167519576,1.1414581521643004,0.0636514168294812,,,,,,,,False,False,0.9666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.43783121807929243
recovered_financial,42,17288,,,0.4318955678430895,0.4318955678430895,1.2880069102155538,0.4625498214859087,,-0.0824885673937387,0.0047823181870626,-1.510840291529894,0.0442252270877361,0.5122314453125,0.7842028141021729,False,False,0.6833333333333333,0.31666666666666665,0.0,0.0,0.0,0.0,0.4318955678430895
recovered_financial,42,22288,,,0.43682878391244645,0.43682878391244645,1.295645437431443,0.3267520359871763,,-0.0781209442560793,0.0037169602626818,-1.3507231324911118,0.047008890658617,0.548095703125,0.8382548689842224,False,True,0.7916666666666667,0.20833333333333331,0.0,0.0,0.0,0.0,0.434362175877768
recovered_financial,42,27288,,,0.4499999999999999,0.4499999999999999,1.324286436654778,0.0,,-0.0671359296597074,0.0024394343956373,-1.2009725019335746,0.0335613489151001,0.480859375,0.9038819670677184,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.43957478391851196
recovered_financial,42,32288,,,0.4499999999999999,0.4499999999999999,1.324286436654778,0.0,,-0.0593585658876691,0.0018395618608337,-1.064456518739462,0.0273110568523406,0.5266845703125,0.9187780618667604,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.44560959463748206
