reward_mode,step_reward_mean,step_reward_std,step_reward_min,step_reward_max,episode_return_mean,episode_return_std,financial_component_magnitude,waste_penalty_component_magnitude,waste_term_abs_reward_share,flag
financial,0.10850357156974887,0.21766770348313225,-0.22062615041790512,0.4279355285419663,0.31054470483755714,0.1285678453065617,0.8441231363632505,0.0,0.0,ok
sustainability,0.10694745550361447,0.21828672982705347,-0.22062615041790512,0.4279355285419663,0.3055641585817556,0.12804643266793936,0.8614599889343839,0.0,0.0,ok
