population_id,paired_episode_count,locked_primary_baseline,locked_best_fixed_policy,locked_best_rule_policy,calibration_mode,split,reward_mode,lambda_waste,planning_horizon,branching_factor,max_candidate_sequences_per_decision,deterministic_demand,test_split_used,ppo_training_run,dqn_training_run
HIGH_RISK_B,22,always_0pct,always_0pct,inventory_coverage_rule,recovered_calibration,validation,financial,0.1,3,6,216,True,False,False,False
