policy_id,model_family,config_id,seed,checkpoint_timesteps,mean_normalized_profit,raw_accounting_profit,revenue,waste_rate,sell_through,average_markdown,action_entropy,zero_action_share,positive_action_share,dominant_action_share,state_dependence,collapse_flag,accounting_valid,runtime_seconds,paired_episode_count,paired_mean_gain_vs_always_0pct,paired_median_gain,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share,waste_rate_difference,sell_through_difference,worst_decile_paired_gain,maximum_episode_loss,seed_stability_pass,not_driven_by_few_episodes,eligible_for_final_lock
STANDARD_DQN__seed_42__10000,DQN,STANDARD_DQN,42.0,10000,0.15444885112221735,,1.8470928849018875,0.13826801957165144,0.8617319804283483,,1.3387390469716018,0.16666666666666666,0.8333333333333334,0.3888888888888889,STATE_DEPENDENT,False,True,3.074069000023883,22,0.0013677825679547456,0.0003784365151975333,-0.025933012096166455,0.026162962859612577,0.5454545454545454,0.0,0.45454545454545453,-0.1445119151385745,0.1445119151385745,-0.11847306837373957,-0.15120192442872454,True,False,False
STANDARD_DQN__seed_42__15000,DQN,STANDARD_DQN,42.0,15000,0.1522116149048162,,1.8442480820724128,0.16312852749132065,0.8368714725086793,,1.4122709004588323,0.3333333333333333,0.6666666666666666,0.3333333333333333,STATE_DEPENDENT,False,True,3.188468299980741,22,-0.0008694536494464535,0.0,-0.02618027594883129,0.021607627333380997,0.45454545454545453,0.09090909090909091,0.45454545454545453,-0.11965140721890531,0.11965140721890535,-0.10900050617598851,-0.1375961523848519,True,False,False
STANDARD_DQN__seed_42__20000,DQN,STANDARD_DQN,42.0,20000,0.16073320701711138,,1.8668404428959986,0.13917961984525948,0.8608203801547405,,1.2668185288586566,0.2222222222222222,0.7777777777777778,0.3888888888888889,STATE_DEPENDENT,False,True,3.535019600036321,22,0.00765213846284877,0.0003784365151975333,-0.013547977938791271,0.027975381092506444,0.5454545454545454,0.0,0.45454545454545453,-0.14360031486496652,0.14360031486496652,-0.07247904722544651,-0.0828139639590389,True,True,False
STANDARD_DQN__seed_42__25000,DQN,STANDARD_DQN,42.0,25000,0.14605906443230973,,1.8263731343920084,0.16911259662374525,0.8308874033762547,,0.9519246434992505,0.5714285714285714,0.42857142857142855,0.5714285714285714,STATE_DEPENDENT,False,True,2.1270877000060864,22,-0.007022004121952876,0.0,-0.04047028378180907,0.019838774867257096,0.36363636363636365,0.2727272727272727,0.36363636363636365,-0.11366733808648069,0.11366733808648072,-0.15167463731105044,-0.21495582702016516,True,False,False
STANDARD_DQN__seed_42__30000,DQN,STANDARD_DQN,42.0,30000,0.1431036179658537,,1.8176602522275465,0.17799263245195826,0.8220073675480418,,1.281432306980921,0.4444444444444444,0.5555555555555556,0.4444444444444444,STATE_DEPENDENT,False,True,2.906910100078676,22,-0.009977450588408921,0.0,-0.03717903649252184,0.01285822100361073,0.2727272727272727,0.2727272727272727,0.45454545454545453,-0.10478730225826773,0.10478730225826775,-0.1262355749185771,-0.1685977507578862,True,False,False
STANDARD_DQN__seed_42__5000,DQN,STANDARD_DQN,42.0,5000,0.14155023510086442,,1.8113237143571679,0.16528279741023572,0.8347172025897642,,1.6292231314170231,0.22857142857142856,0.7714285714285715,0.2857142857142857,STATE_DEPENDENT,False,True,4.242183600028511,22,-0.011530833453398186,0.0,-0.05214527373659479,0.02190234377943421,0.45454545454545453,0.09090909090909091,0.45454545454545453,-0.11749713729999027,0.11749713729999027,-0.20143712430895588,-0.251757222236055,True,False,False
STANDARD_DQN__seed_42__final,DQN,STANDARD_DQN,42.0,final,0.0025669714628890022,,1.4813616989565361,0.0818183065164127,0.9181816934835875,,0.1461447460085638,0.0,1.0,0.9666666666666667,STATE_DEPENDENT,False,True,3.0756654999859165,22,-0.15051409709137362,-0.12662386505113626,-0.2195320912551304,-0.08253789113260661,0.2727272727272727,0.0,0.7272727272727273,-0.20096162819381327,0.20096162819381333,-0.3780945712101471,-0.39876064565728614,True,False,False
