planning_policy,locked_baseline_policy,paired_episode_count,paired_mean_normalized_profit_gain,paired_median_normalized_profit_gain,paired_profit_gain_std,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share,waste_rate_difference,sell_through_difference,average_markdown_difference,expired_units_difference,top_two_positive_gain_share,classification,primary_status
limited_horizon_planning_policy,always_0pct,22,0.010792446969289078,0.011567779973908288,0.07934232336326998,-0.025570684320289874,0.03909370846781676,0.8181818181818182,0.09090909090909091,0.09090909090909091,-0.1389209270381679,0.1389209270381679,,-0.3965016566007343,0.7365006517239904,MODEST_DYNAMIC_VALUE,DYNAMIC_VALUE_MODEST
