model,validation_mae,validation_abs_mean_bias,validation_underestimation_rate,validation_overestimation_rate,validation_within_25pct,selection_score,selected,test_mae,test_mean_bias
extra_trees,0.3123656288778462,0.03683939732142535,0.3984955336154208,0.5627644569816643,0.5725434884814292,0.3614250315697446,True,0.37427775666704216,-0.06335572223563155
hist_gradient_boosting,0.3351514836516694,0.0570997637407525,0.399059708509638,0.5533615420780442,0.5533615420780442,0.38933239543782133,False,0.39720069374208167,-0.05672675901051052
seasonal_baseline,0.45657163412366153,0.1606375428586742,0.5126469205453691,0.4047954866008462,0.45058768218147627,0.547995711892867,False,0.6002972323567515,-0.21927597938391813
