stage,agent_id,seed,total_timesteps,completed_timesteps_at_start,trained_additional_timesteps,resume,resume_path,checkpoint_every_timesteps,split,validation_split,test_split_used_for_training,calibration_mode,reward_mode,lambda_waste,scenario_id,deterministic_demand,ppo_params,policy_kwargs,runtime_seconds,best_validation_return,validation_accounting_profit,validation_waste_rate,validation_average_markdown,non_finite_metric_count,files_created
pilot,recovered_financial,42,30000,12288,17712,True,outputs\models\ppo_operational\recovered_financial\seed_42\final_model.zip,5000,train,validation,False,recovered_calibration,financial,0.1,core_008,True,"{'learning_rate': 0.0003, 'n_steps': 1024, 'batch_size': 256, 'n_epochs': 10, 'gamma': 0.99, 'gae_lambda': 0.95, 'clip_range': 0.2, 'ent_coef': 0.01, 'vf_coef': 0.5, 'max_grad_norm': 0.5}","{'pi': [128, 128], 'vf': [128, 128], 'activation_fn': 'Tanh'}",5714.6373923,0.45,0.8109190132159881,0.0,0.0,0,"['outputs\\models\\ppo_operational\\recovered_financial\\seed_42\\best_model.zip', 'outputs\\models\\ppo_operational\\recovered_financial\\seed_42\\final_model.zip', 'outputs\\models\\ppo_operational\\recovered_financial\\seed_42\\vecnormalize.pkl', 'outputs\\models\\ppo_operational\\recovered_financial\\seed_42\\training_config.json', 'outputs\\models\\ppo_operational\\recovered_financial\\seed_42\\training_summary.json']"
