scenario_id,sample_size,paired_mean_profit_gain,bootstrap_ci_low,bootstrap_ci_high,win_rate,waste_rate_difference,sell_through_difference,best_action_distribution
core_002,3,0.01985696840926493,0.004132571665495133,0.04387055358839137,1.0,-0.08671819518738831,0.08671819518738828,0:2|1:6|4:1
core_003,7,0.03961537268885007,0.01709401148301739,0.06319228443791917,0.8571428571428571,-0.18097075348406153,0.18097075348406153,0:7|1:5|5:9
core_005,3,0.01985696840926493,0.004132571665495133,0.04387055358839137,1.0,-0.08671819518738831,0.08671819518738828,0:2|1:6|4:1
core_006,7,0.03961537268885007,0.01709401148301739,0.06319228443791917,0.8571428571428571,-0.18097075348406153,0.18097075348406153,0:7|1:5|5:9
core_009,1,-0.21816159738756535,-0.21816159738756535,-0.21816159738756535,0.0,-0.0011803374692513158,0.0011803374692513913,0:3|5:2
core_012,1,-0.21816159738756535,-0.21816159738756535,-0.21816159738756535,0.0,-0.0011803374692513158,0.0011803374692513913,0:3|5:2
