episode_return,raw_accounting_profit,normalized_accounting_profit,revenue,procurement_cost,disposal_cost,physical_waste_units,waste_rate,sell_through_rate,stockout_rate,total_sales,average_markdown,episode_length,terminal_inventory,extrapolation_rate,weak_support_rate,action_0_share,action_1_share,action_2_share,action_3_share,action_4_share,action_5_share,policy_id,episode_id,split,store_id,product_id,start_date,scenario_id,first_markdown_day,markdown_timing_relative_to_expiry,calibration_mode,reward_mode,agent_id
0.4499999999999999,1.4849529487997222,0.44999999999999996,3.299895441777161,1.8149424929774387,0.0,0.0,0.0,1.0,0.0,3.299895441777161,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,always_0pct,validation_0000,validation,294,76,2024-06-03,core_008,-1,-1,recovered_calibration,financial,baseline
0.4499999999999999,1.4849529487997222,0.44999999999999996,3.299895441777161,1.8149424929774387,0.0,0.0,0.0,1.0,0.0,3.299895441777161,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,always_0pct,validation_0001,validation,294,76,2024-06-04,core_008,-1,-1,recovered_calibration,financial,baseline
0.22767385349456898,0.7512999113585693,0.22767385349456898,2.566242404336008,1.8149424929774387,0.0,0.0,0.0,1.0,0.0,3.299895441777161,0.0,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,inventory_coverage_rule,validation_0000,validation,294,76,2024-06-03,core_008,0,3,recovered_calibration,financial,baseline
0.2290318462289588,0.7557811453927489,0.22903184622895884,2.5707236383701875,1.8149424929774387,0.0,0.0,0.0,1.0,0.0,3.299895441777161,0.0,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,inventory_coverage_rule,validation_0001,validation,294,76,2024-06-04,core_008,0,3,recovered_calibration,financial,baseline
