scenario_id,mean_absolute_waste_rate_change,mean_absolute_normalized_profit_change,waste_constraint_selection_change_share,nondominated_membership_change,efficiency_rows_compared,calibration_transmission_classification,overall_classification
core_002,0.019351481538299072,0.032385892821909276,0.14285714285714285,0.8333333333333334,8,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
core_003,0.10773521431348666,0.09955955648639928,0.7142857142857143,0.75,14,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
core_005,0.019351481538299072,0.032385892821909276,0.14285714285714285,0.8333333333333334,8,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
core_006,0.10773521431348666,0.09955955648639928,0.7142857142857143,0.75,14,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
core_009,4.9180727885471494e-05,0.006136398848557574,0.0,0.5,6,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
core_012,4.9180727885471494e-05,0.006136398848557574,0.0,0.5,6,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE,MATERIAL_SUSTAINABILITY_CALIBRATION_CHANGE
