shelf_life_class,inventory_coverage,age_profile,margin_scenario,disposal_scenario,demand_target,response_model,policy,mean_profit,mean_waste_rate,mean_sell_through,scenarios
medium_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_20pct,-0.1456285615191201,0.24367847547568247,0.7563215245243176,1
medium_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_40pct,-1.6964589204798106,0.2230154436709746,0.7769845563290255,1
medium_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,expiry_threshold_rule,1.0264753877970805,0.24648513612364034,0.7535148638763598,1
medium_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,inventory_coverage_rule,1.4402223457292311,0.2536731406536928,0.7463268593463073,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_0pct,-2.9913075601374595,0.48611929569208706,0.5138807043079129,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_10pct,-3.321617467276724,0.4465714055306453,0.5534285944693548,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_20pct,-4.274497297380878,0.43423439912823847,0.5657656008717615,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_40pct,-5.616129866501722,0.3713712939445289,0.628628706055471,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,expiry_threshold_rule,-5.461672838663841,0.4075849453518101,0.5924150546481899,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,inventory_coverage_rule,-2.868232659143848,0.4490156678966095,0.5509843321033905,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_0pct,-3.1393831945343655,0.4974519074983937,0.5025480925016063,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_10pct,-3.881049171932562,0.47839287895276744,0.5216071210472325,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_20pct,-4.661612430533666,0.45797581727760467,0.5420241827223954,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_40pct,-6.166932603136921,0.4020090229569348,0.5979909770430653,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,expiry_threshold_rule,-5.863550786493527,0.42775219903103046,0.5722478009689694,1
short_shelf_life,balanced_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,inventory_coverage_rule,-3.4251650166321888,0.48132825533989515,0.5186717446601049,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_0pct,-15.72061340206186,0.686787657037304,0.313212342962696,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_10pct,-15.874565799701854,0.6612908229373374,0.3387091770626626,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_20pct,-16.8920880257423,0.6516381037311952,0.3483618962688048,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_40pct,-17.566211274097327,0.5784071026268349,0.4215928973731651,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,expiry_threshold_rule,-17.56877176426841,0.6056781079292403,0.3943218920707598,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,inventory_coverage_rule,-16.676930877666894,0.6425039272271482,0.3574960727728517,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_0pct,-16.165575503974008,0.6970709256301123,0.30292907436988764,1
