population_id,dynamic_policy_id,locked_primary_baseline_policy,paired_mean_profit_difference,paired_median_profit_difference,bootstrap_ci_low,bootstrap_ci_high,win_share,tie_share,loss_share,waste_rate_difference,sell_through_difference,mean_dynamic_profit,mean_baseline_profit,dynamic_value_classification
REPRESENTATIVE_OPERATIONAL_POPULATION,selected_recovered_financial_ppo,always_0pct,-0.05909338451551499,-0.052313305302737347,-0.06999058900619806,-0.048259997121571745,0.08333333333333333,0.0,0.9166666666666666,-0.040899049518491805,0.04089904951849179,0.23235034258306841,0.2914437270985834,DYNAMIC_VALUE_ABSENT
REPRESENTATIVE_OPERATIONAL_POPULATION,selected_observed_financial_ppo,always_0pct,-0.07944957396069115,-0.0833149591484518,-0.09191420540054321,-0.06575407962872647,0.0,0.041666666666666664,0.9583333333333334,-0.028364875775945975,0.028364875775945958,0.21199415313789224,0.2914437270985834,DYNAMIC_VALUE_ABSENT
REPRESENTATIVE_OPERATIONAL_POPULATION,expiry_threshold_rule,always_0pct,-0.19187452445146733,-0.1860389210783818,-0.2345755698786941,-0.15017565932918592,0.125,0.0,0.875,-0.1079827780295894,0.10798277802958939,0.09956920264711606,0.2914437270985834,DYNAMIC_VALUE_ABSENT
REPRESENTATIVE_OPERATIONAL_POPULATION,inventory_coverage_rule,always_0pct,-0.1744604805215205,-0.2106664326568839,-0.20163932353791109,-0.14664843884103265,0.08333333333333333,0.0,0.9166666666666666,-0.06340021711122343,0.06340021711122343,0.11698324657706294,0.2914437270985834,DYNAMIC_VALUE_ABSENT
HIGH_RISK_B,selected_recovered_financial_ppo,always_0pct,-0.057340385130028884,-0.053015356263769686,-0.06945444560536548,-0.04587427833948816,0.09523809523809523,0.0,0.9047619047619048,-0.0402470119151922,0.040247011915192206,0.23686277945605705,0.29420316458608586,DYNAMIC_VALUE_ABSENT
HIGH_RISK_B,selected_observed_financial_ppo,always_0pct,-0.07925694695070282,-0.084711959852181,-0.09371164466811327,-0.0648457748058905,0.0,0.047619047619047616,0.9523809523809523,-0.028191477378125034,0.028191477378125034,0.21494621763538307,0.29420316458608586,DYNAMIC_VALUE_ABSENT
HIGH_RISK_B,expiry_threshold_rule,always_0pct,-0.1943031800991298,-0.20000000000000012,-0.23938036363871049,-0.14787657705283166,0.14285714285714285,0.0,0.8571428571428571,-0.10552073031417811,0.10552073031417813,0.0998999844869561,0.29420316458608586,DYNAMIC_VALUE_ABSENT
HIGH_RISK_B,inventory_coverage_rule,always_0pct,-0.17342677557296568,-0.2127553466514458,-0.2020624130549335,-0.1431576758446156,0.09523809523809523,0.0,0.9047619047619048,-0.062339822846906014,0.062339822846906034,0.12077638901312023,0.29420316458608586,DYNAMIC_VALUE_ABSENT
