target,model_type,time_split,n,mae,rmse,median_absolute_error,mean_bias,abs_mean_bias,r2_log_target
observed,hist_gradient_boosting,validation,5700,0.32858957492516006,0.6436217593440936,0.19227476122478382,-0.030666348183138608,0.030666348183138608,0.8050301181708772
observed,hist_gradient_boosting,test,5700,0.41695186040591004,1.147932470390033,0.20978082637724255,-0.13119171322214046,0.13119171322214046,0.8011455973329291
observed,ridge,validation,5700,0.39640586682349926,0.7749651588311647,0.24229081598680913,-0.0912975605945745,0.0912975605945745,0.718215229146052
observed,ridge,test,5700,0.45352780247167956,1.0006775365863558,0.2504972822446013,-0.2289224525420089,0.2289224525420089,0.7347206950806473
recovered,hist_gradient_boosting,validation,5700,0.2258587593684385,0.5535794790407222,0.09402871006097066,-0.02895765828481959,0.02895765828481959,0.8942148437622195
recovered,hist_gradient_boosting,test,5700,0.31485197569740736,1.0793668916792898,0.10171276522700884,-0.10934898506688888,0.10934898506688888,0.8725505276044937
recovered,ridge,validation,5700,0.34471402684922015,0.7402201784282539,0.1930305864471614,-0.08492070985578405,0.08492070985578405,0.7947839579126078
recovered,ridge,test,5700,0.39866404280469614,0.9596538836820222,0.1983151515118426,-0.21101420868008805,0.21101420868008805,0.7957710092164674
